Timestamp,Concentration (or best guess),Secondary (if applicable),Graduation Year,Prior CS background:,Do you have plans to take any CS courses in the future?,Are you interested in getting a:,Are you interested in pursuing a job with a quantitative focus after graduation?,"Have you ever considered taking a computer science course? If not, why not? If you have considered it, why did you decide not to take it?","In your opinion, should some programming knowledge be a requirement for graduation? If not, why not? If so, why?",What three words best describe a computer science concentrator at Harvard?,What made you decide to take your first CS course?,What were your impressions of CS students before you took your first class? After?,How accessible was the professor of this class?,How accessible were the teaching fellows of this class?,"Do you think you’ll take another CS class? If so, why? If not, why not?",How good are you at programming compared to others in the CS classes you've taken?,How good are you at CS theory compared to others in the CS classes you've taken?,What CS classes have you taken or are currently taking?,What is your estimated concentration GPA?,How many years have you been programming?,How often do you go to office hours on average for your CS classes?,How often do you think the average CS student goes to office hours?,How accessible are professors in your CS classes?,How accessible are teaching fellows in your CS classes?,How often do you interact with your CS class course staff?,How involved do you feel with the CS community at Harvard?,"Do you consider yourself a member of any tech student organizations on campus? If yes, specify which ones.",How easy is it to find partners to work with on psets or final projects?,Are there any specific classes in which finding partners has been hard?,How have you met people to work on class material with?,I like CS because it gives me a tool to make a difference in other areas I care about.,I like CS because I am interested in the CS problems I get to think about and solve.,"If you are a sophomore, junior, or senior, what did you do last summer?",How stressful is the process of finding a summer internship/job?,"Have you ever been referred to a tech internship or full-time position? If so, how many times?","Do you have a role model and/or mentor in CS? If so, who? ",Do you feel like you need more support in CS from:,What three words would you use to describe a computer science concentrator?,What will you most likely pursue after graduation?,What type of graduate school are you interested in?,What subfield in tech industry would you be interested in working in?,What gender do you identify with,What race(s) do you identify with?,"By your estimates, is there a gender gap in enrollment in CS classes?","If yes, what factors (related or unrelated to college) do you think cause this gap?","If yes, what is the impact of this gender gap on your experience of CS at Harvard? "
4/12/2017 20:00:16,Computer Science,,2017,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,5,3,"CS50, CS51, CS61, CS121, CS124, CS141, Stat110, CS105, CS127, CS136, CS152, CS175, CS246",3.8,10,1-2 times a semester,1-2 times a semester,5,5,1-2 times a semester,1,No,2,CS 51,"If I already am friends with someone and we take the class at the same time, they make a good partner.  If I end up with someone who I didn't know before taking the class, things sometimes work out well and they sometimes don't.",5,5,Software Engineering at a trading firm,4,1,David Brooks,None of the above,"hard-working, striving, annoying","Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (frontend), Web or mobile development (backend), Product Management, Business development / growth hacking, Hardware / Embedded Systems, Graphics / Design, Systems engineering",Male,Caucasian,5,"I think a lot of TFs treat female students differently than male students.  A lot of times, TFs are male and they explain things to women in a way that is really condescending.  For example, a lot of male TFs (and male students, for that matter) will use up-speak at the end of sentences when explaining something to a woman, will explain things at a level that is so detailed to be insulting, and/or will constantly ask, ""Does that make sense?"" which some might find insulting.

Male TFs in introductory courses (I'm looking at you, CS51 and CS124) also spend way, way more time at office hours helping female students with their problem sets than they do male students.  I've seen, on a number occasions, a male TF completely ignore all of the male students who were waiting in a queue to ask him a question because an attractive female student walks into the room— the male TF will immediately go over to her and spend the next 30 minutes talking with her and showing her how the code is best written or the problem is best done.  On one hand, this behavior might be good in the short term, since female CS students are a minority and the behavior provides them with extra support.  However, in the long term, I have to think that this sort of behavior makes female students feel uncomfortable with taking future CS classes; no one wants to be ogled by a male TF while seeking help with her homework.  ","I think that our CS department is really missing out on a lot of smart minds by not doing a good enough job of recruiting/keeping female students.  There are a lot of really smart female students at this school who would have made great classmates, project partners, and (when I was a TF) students if they had decided to go into CS.  But because of the current CS environment here, they didn't go into CS, so I missed out on that."
4/12/2017 20:05:46,CS,Linguistics? RLL-French?,2019,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,1,1,"CS50, CS51",not good,< 1,At least once a week,3-8 times a semester,3,4,Never,2,Comping HCS,4,nah,before the class started,5,3,Volunteer work,5,0 - never been referred,nope,"Peers, Advisors, Teaching Staff, Professors, Mentors","smart, not me","Tech Industry (includes all roles - software, PM, etc.)",,Business development / growth hacking,Male,Black or African American,3,stereotypes,CS seems inaccessible to many people
4/13/2017 6:01:05,CS,Math,2020,Never taken CS at Harvard,Yes,CS Secondary,Yes,Looked fun to build things I could imagine. ,"No, but high recommended. ","Savvy, analytical, dorky (in a lovable way)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,"American Indian or Alaskan Native, Caucasian",3,seems to be deeply rooted in elementary school. At least at my public high school more of the kids who were liking math were boys. ,"working with men vs women is a different dynamic, can be good and bad to be homogenous"
4/13/2017 19:02:33,Social Studies,"Ethnicity, Migration, and Rights",2017,Never taken CS at Harvard,No,Neither of the above,No,"No, CS is very stressful.",No. Not everyone needs to have programming knowledge despite the fact that it is very useful.,"Type a, nerd, all-nighters",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,"Black or African American, Caucasian",5,I think that women are told from a very young age that they should stick to more qualitative fields and leave more quantitative fields to the boys.,"Never taken a CS course, but I have heard that beyond introductory classes women avoid participation because they don't want to draw attention to themselves."
4/15/2017 11:42:58,CS,,2018,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,3,"CS50, CS51, CS121, CS124, CS171, CS179, CS108",3.6,1,At least once a week,At least once a week,4,4,At least once a week,5,HCS + WiCS,3,n/a,friends / mutual friends,5,5,software engineering intern,4,1,"yes, a student here at Harvard",None of the above,"challenging, consuming, yet insanely empowering","Tech Industry (includes all roles - software, PM, etc.)",,"Product Management, Business development / growth hacking, Machine Learning / Artificial Intelligence",Female,Asian,4,exposure,role models are less 
4/15/2017 11:44:54,Chemistry,Economics,2017,Never taken CS at Harvard,No,Neither of the above,No,"Yes, but the workloads required just never worked with my already packed schedule","Basic knowledge would be helpful, but I don't think people should be forced into advanced programming classes if they have no interest or skill in programming.","Busy, exhausted, smart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Black or African American,4,"Sexism/misogyny in tech and the fact that tech, in college and in the real world, is at times openly hostile to women and undervalues them ",I don't know; I had no interest in CS coming in to college.
4/15/2017 15:12:03,Computer Science,,2020,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,2,2,"CS50, CS51",3.5,1,3-8 times a semester,3-8 times a semester,3,4,At least once a week,3,"no, not yet",4,no,yes,3,4,"i'm a freshman, n/a",4,0 - never been referred,"Will Claybaugh, a CS50 TF last semester, who I am still in contact with.","Peers, Advisors, Teaching Staff, Professors, Mentors","driven, creative, cold","Tech Industry (includes all roles - software, PM, etc.)",,"Business development / growth hacking, Machine Learning / Artificial Intelligence, Security Engineering, Systems engineering",Male,Caucasian,3,"Portrayal of ""programmers"" in the media, teachers/parents discouraging it or not emphasizing it at a young age (this goes for both genders too, with older generations not understanding the importance of the field).","There are noticeably less women in my CS classes than men, but not an insignificant number."
4/18/2017 0:42:53,Physics & Math,Computer Science,2017,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,I wanted to work in theoretical physics and needed to learn how to code.,"My impression of CS students was that the large majority were studying it for job security. After taking the class, I also think many are interested in tech entrepreneurship and see it as a tool to build a product or service rather than an area of study. ",1,1,"No, senior.",,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Asian,3,"I believe there are significant pipeline problems with encouraging young women to pursue computer science which affect the gender ratio in the CS courses at Harvard. However, I also believe the CS students are not helpful when it comes to improving the gender ratio. Many of the CS pset groups I have been in have been all or nearly all male which results in sexist remarks going unchecked. I notice that women tend to be perceived as less believable and rigorous when presenting for CS. And finally, I notice that there is a strong ""I'm not like other girls"" culture among female CS students which results in competition over cooperation as well as discouragement.","The gender gap has shaped how I perceive other inequalities in society (racial, socioeconomic, etc) and given me insight into how inequality propagates between generations in society."
4/19/2017 13:55:23,Economics,,2018,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,I wanted to have some background knowledge of CS.,They have a large workload.,3,4,"Maybe. I'd like to take one, but they seem very time consuming.",,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Asian,3,I don't know. Maybe because tech has a large gender gap.,It has not really impacted me.
4/19/2017 21:00:31,Computer Science,,2017,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,3,"CS20, CS50, CS51, CS121, CS124, CS181",3.5,4,At least once a week,At least once a week,2,4,3-8 times a semester,1,No,5,CS181,Yes,5,5,N/A,5,0 - never been referred,No,"Advisors, Professors, Mentors","logical, curious, driven","Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (frontend), Web or mobile development (backend), Product Management, Business development / growth hacking, Machine Learning / Artificial Intelligence",Male,"Asian, Caucasian",3,Bad advising and lack of women role models.,"Most of my friends are outside of CS. CS is good to meet people to work on psets, but not social."
4/20/2017 20:00:05,Mathematics,,2020,Never taken CS at Harvard,Yes,CS Secondary,Yes,"Absolutely, I am excited to take some computer science next year.","In my opinion, it should not -- the vast majority of people will never have to program for their jobs/lives.",Working on psets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Caucasian,3,The college admits women interested in other things.,"It makes the classes less interesting, as there aren't women to work with on psets."
4/20/2017 20:36:07,CS & Math,Philosophy,2020,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,4,4,"CS51, CS121",,4,Never,3-8 times a semester,3,2,1-2 times a semester,3,No.,4,CS 121,Office Hours,4,4,N/A,4,2,Professor Stuart Shieber.,"Teaching Staff, Professors",Creative. Competent. Patient.,"Graduate School (includes all types - business school, grad school, med school, etc.)",MSc,,Male,White (European),1,N/A.,N/A.
4/21/2017 23:18:46,Computer Scienec,Psychology,2018,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,3,"CS50, CS51, CS121, CS124, CS134, CS175",3.6,2,At least once a week,At least once a week,4,5,At least once a week,3,No.,4,cs175 had a small community.....,"in OH, friends before, friends of friends",3,4,Counselor for a non-tech summer camp (public service),3,1,Many of my TFs have been absolutely amazing.,"Advisors, Professors, Mentors","Dedicated, Collaborative, Curious",Uncertain,,,Female,Asian,3,"perceptions of women in CS before college, see guys with a larger network of other CS guys, etc","unlike my other classes, almost all the people in my core pset group is all women.  It's been a comforting and helpful experience to work with them! I've had encounters with male counterparts who have dismissed my ideas, were at a level higher than mine and unwilling to help me at my level, or question my ability/choices. I have had these experiences with females but much more with males. So, it's nice to have my core group of women to work with -- though, we love working with anyone who's willing~"
4/21/2017 23:22:18,Applied Mathematics,Linguistics,2018,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,I had never taken CS before,"Before: kind of nerdy, after: kind of annoying, climby, ambitious",2,2,Maybe. I have fulfilled the CS portion of my Applied Math requirements.,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,4,"Bro culture of CS influencing who belongs. In order to survive, you have to have a certain kind of personality, and other women looking at the women in CS might not find that personality appealing.","Not much, except that most of my pset partners are male."
4/21/2017 23:31:14,Computer Science,Economics,2020,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,2,"CS50, CS51",4,5,At least once a week,3-8 times a semester,1,3,3-8 times a semester,2,WiCS,3,CS51,Mutual friends,4,5,N/A,5,0 - never been referred,N/A,"Peers, Advisors, Teaching Staff, Professors, Mentors","Smart, busy, awkward",Uncertain,,,Female,Caucasian,3,Confidence levels and cultural expectations,Feeds stereotypes that women are less capable when in comes to CS
4/22/2017 0:02:03,Computer Science,,2019,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,3,"CS50, CS51, CS61, CS121, CS124, CS181, Stat110",,3,3-8 times a semester,3-8 times a semester,3,4,3-8 times a semester,3,WiCS,2,cs61,friends i already knew,3,4,harvard china fund internship ,5,1,wics mentor?,"Advisors, Mentors","stressed, sleep-deprived, smart","Tech Industry (includes all roles - software, PM, etc.)",,Uncertain,Female,Asian,4,Unsure,Unsure
4/22/2017 2:29:41,Statistics,Computer Science,2019,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,requirement for stat concentration,"I thought that most just did CS because that's the trending thing to study to college, while others are very into it and spend all their free time coding",3,5,yes -- really enjoyed cs51 and now looking to get a CS secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,3,"software engineering in general is a pretty male dominant field, and this reflects into the makeup of the undergrads who study CS at Harvard",the gap does not really affect me while doing CS at Harvard
4/22/2017 11:49:05,Statistics,Computer Science,2017,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,CS 50 had a lot of people in it,"they seemed intense. after, everyone seems to struggle with the same things",2,5,yes. it was a good experience. I made lots of friends,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,4,"theres is a pre-existing gap and therefore, more guys might take the classes to join their friends.","I didn't realize it at harvard at all, but noticed it a lot during recruiting."
